GameID,League Index,League Name,Age,Hours Per Week,Total Hours,APM,SelectByHotkeys,Hotkeys Used Per Minute,AssignToHotkeys,Hotkeys Assigned Per Minute,Unique Hotkeys,MinimapAttacks,Minimap Attacks Per Minute,MinimapRightClicks,Minimap Right Clicks Per Minute,NumberOfPACs,PACs Per Minute,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,Workers Made Per Minute,Unique Units Made,ComplexUnitsMade,Complex Units Made Per Minute,ComplexAbilitiesUsed,Complex Abilities Used Per Minute,Column2
6565,2,Silver,18,12,300,82.3914,0.001882382,9.99544842,0.00059963,3.1840353,5,3.04E-05,0.161424,3.80E-05,0.20178,0.00274767,14.5901277,65.6842,81.6133,5.1657,37,0.00057686,3.0631266,7,1.52E-05,0.080712,8.35E-05,0.443385,2354.37435
6581,2,Silver,26,6,50,62.0004,0.001315165,6.98352615,0.000228327,1.21241637,7,2.74E-05,0.145494,0.000191795,1.01843145,0.002411135,12.80312685,59.635,104.2879,4.9015,28,0.00093157,4.9466367,6,0,0,0,0,0
6600,2,Silver,24,8,300,110.0604,0.002128136,11.30040216,0.000602039,3.19682709,10,0,0,0.000238015,1.26385965,0.002898186,15.38936766,35.9223,62.1063,6.5362,14,0.00060204,3.1968324,5,0,0,0,0,0
6605,2,Silver,25,4,500,50.781,0.000222742,1.18276002,9.74E-05,0.517194,0,4.18E-05,0.221958,0.000208821,1.10883951,0.002561533,13.60174023,58.776,68.7609,3.7283,17,0.00072391,3.8439621,7,0,0,0,0,0
6679,2,Silver,24,10,150,39.0606,0.001451735,7.70871285,0.000245098,1.30147038,1,1.89E-05,0.100359,0.00015083,0.8009073,0.002281297,12.11368707,74.4333,108.1653,2.7107,16,0.00081071,4.3048701,5,0,0,0,0,0
6693,2,Silver,20,6,180,46.8324,0.001403848,7.45443288,0.000161097,0.85542507,3,4.60E-05,0.24426,6.90E-05,0.36639,0.002968793,15.76429083,45.0625,81.0233,2.7364,13,0.00064439,3.4217109,6,0,0,0,0,0
6728,2,Silver,18,8,400,105.9618,0.00045509,2.4165279,0.000177596,0.94303476,4,2.22E-05,0.117882,0.000210896,1.11985776,0.00379612,20.1573972,42.0762,58.269,5.0819,28,0.0019425,10.314675,6,0.000321893,1.70925183,0.00055499,2.9469969,15648.55354
6732,2,Silver,21,4,180,53.937,0.000118524,0.62936244,0.000152387,0.80917497,3,1.69E-05,0.089739,0.000101592,0.53945352,0.002556722,13.57619382,31.6,77.1391,4.0132,17,0.00040637,2.1578247,4,0,0,1.69E-05,0.089739,476.51409
6783,2,Silver,28,28,730,76.584,0.001434797,7.61877207,0.000292273,1.55196963,3,0,0,0.000106281,0.56435211,0.00090339,4.7970009,63.3939,110.3529,13.7647,9,0.0017271,9.170901,4,0,0,0,0,0
6801,2,Silver,27,12,300,48.9138,0.001072863,5.69690253,0.000308163,1.63634553,6,9.13E-05,0.484803,0.000102721,0.54544851,0.003047389,16.18163559,61.8496,82.6517,2.764,20,0.0009359,4.969629,7,0,0,0,0,0
6812,2,Silver,23,28,800,83.6118,0.000736324,3.90988044,8.58E-05,0.455598,4,4.29E-05,0.227799,0.000171571,0.91104201,0.003817449,20.27065419,52.3977,57.3483,3.7959,24,0.00038603,2.0498193,5,0,0,0,0,0
6826,2,Silver,41,4,200,54.2166,0.001458184,7.74295704,0.000291637,1.54859247,1,1.50E-05,0.07965,0.000186947,0.99268857,0.001757298,9.33125238,37.9316,117.0894,5.3234,22,0.00059823,3.1766013,10,0,0,2.99E-05,0.158769,843.06339
6853,2,Silver,18,6,100,64.5576,0.00216467,11.4943977,0.000465521,2.47191651,2,2.33E-05,0.123723,9.31E-05,0.494361,0.002451741,13.01874471,70.2603,86.8101,4.4842,32,0.00096208,5.1086448,8,0,0,6.98E-05,0.370638,1968.08778
6870,2,Silver,34,24,2000,69.3036,0.000339905,1.80489555,0.000203943,1.08293733,4,0,0,0.000135962,0.72195822,0.003399048,18.04894488,49.697,79.56,3.63,20,0.0010877,5.775687,4,0,0,0,0,0
6879,2,Silver,36,12,300,67.7856,0.000622229,3.30403599,5.19E-05,0.275589,4,0,0,5.83E-05,0.309573,0.00237873,12.6310563,76.2732,104.1744,5.188,22,0.0003176,1.686456,9,0,0,0,0,0
6909,2,Silver,16,24,600,98.2776,0.000775996,4.12053876,0.000290998,1.54519938,4,0,0,6.47E-05,0.343557,0.002586653,13.73512743,29.519,60.5,6.775,6,0.000485,2.57535,5,0,0,0,0,0
6963,2,Silver,22,4,150,119.2752,0.001590193,8.44392483,0.000203871,1.08255501,3,0.000502881,2.67029811,0.000516473,2.74247163,0.004186148,22.22844588,32.9251,52.8052,4.9805,23,0.0010465,5.556915,6,0,0,0.00010873,0.5773563,3065.761953
6978,2,Silver,19,8,100,54.0606,2.85E-05,0.151335,2.85E-05,0.151335,1,0,0,5.70E-05,0.30267,0.002933136,15.57495216,93.6078,83.068,3.1553,14,0.00054106,2.8730286,5,0,0,0,0,0
7049,2,Silver,25,16,800,51.6324,0,0,1.91E-05,0.101421,1,0,0,0.00017194,0.9130014,0.00248357,13.1877567,39.2868,94.9846,3.9769,13,0.00049671,2.6375301,6,0,0,0,0,0
7079,2,Silver,30,4,20,41.2764,0.000909327,4.82852637,0.000292284,1.55202804,0,0.000188361,1.00019691,9.09E-05,0.482679,0.002682515,14.24415465,95.4466,99.3705,2.5981,25,0.00046765,2.4832215,7,0,0,0,0,0
7086,2,Silver,18,10,65,71.5944,0.000630949,3.35033919,0.000180271,0.95723901,2,3.61E-05,0.191691,0.000648976,3.44606256,0.002758148,14.64576588,40.2895,89.4118,4.7451,14,0.0010636,5.647716,7,0,0,0.00028843,1.5315633,8132.601123
7234,2,Silver,26,14,300,100.0356,0.003014302,16.00594362,0.000532359,2.82682629,3,0.000143881,0.76400811,0.000683434,3.62903454,0.002978332,15.81494292,53.2785,65.6715,5.4179,25,0.00094961,5.0424291,6,0,0,0.00043164,2.2920084,12170.5646
7245,2,Silver,29,4,100,53.6172,0.00084446,4.4840826,6.95E-05,0.369045,3,8.94E-05,0.474714,8.94E-05,0.474714,0.00343745,18.2528595,64.3826,80.2543,2.7543,25,0.00072524,3.8510244,4,0,0,0.00018876,1.0023156,5322.295836
7255,2,Silver,17,36,200,96.0708,0.004526046,24.03330426,0.000128096,0.68018976,3,0,0,5.98E-05,0.317538,0.0035269,18.727839,94.1456,64.3874,4.1913,30,0.00076003,4.0357593,8,0.000196413,1.04295303,0.0010077,5.350887,28413.20997
7267,2,Silver,16,24,1024,142.767,0.005962011,31.65827841,0.000569237,3.02264847,5,0,0,0.000299599,1.59087069,0.00401462,21.3176322,34.412,52.9403,5.3172,22,0.0011684,6.204204,7,0,0,0.00016478,0.8749818,4646.153358
7376,2,Silver,25,4,150,119.1336,0.005977659,31.74136929,0.000415436,2.20596516,3,4.62E-05,0.245322,0.000346197,1.83830607,0.002146418,11.39747958,70.3913,76.043,7.7419,12,0.0010155,5.392305,5,0,0,0.0001154,0.612774,3253.82994
7379,2,Silver,18,14,250,110.742,0.00148396,7.8798276,4.72E-05,0.250632,3,6.75E-06,0.0358425,8.77E-05,0.465687,0.004660983,24.74981973,26.2203,46.8133,4.33,34,0.00068127,3.6175437,9,0.000182122,0.96706782,0.001086,5.76666,30620.9646
7481,2,Silver,24,24,600,78.1326,0.002719665,14.44142115,0.00015998,0.8494938,6,0,0,0.000209205,1.11087855,0.003593404,19.08097524,38.268,58.4795,3.3288,25,0.00072606,3.8553786,6,0,0,0.00015998,0.8494938,4510.812078
7528,2,Silver,23,10,500,91.8972,0.001473332,7.82339292,0.000105995,0.56283345,2,1.06E-05,0.056286,0.000127194,0.67540014,0.003190452,16.94130012,42.7867,69.3688,5.0199,14,0.00067837,3.6021447,7,0,0,0,0,0
7531,2,Silver,28,6,200,50.8674,8.96E-05,0.475776,5.97E-05,0.317007,0,0,0,0.000283718,1.50654258,0.002000956,10.62507636,46.1053,98.0896,4.7836,8,0.00038825,2.0616075,7,0,0,0,0,0
7544,2,Silver,22,8,150,74.6136,0.000892385,4.73856435,0.000289199,1.53564669,2,1.65E-05,0.087615,0.000190045,1.00913895,0.003462123,18.38387313,47.0622,61.1647,3.864,32,0.0010081,5.353011,8,0.000363564,1.93052484,6.61E-05,0.350991,1863.76221
7591,2,Silver,17,4,300,62.4618,0.000895869,4.75706439,0.000131745,0.69956595,4,0,0,0.000131745,0.69956595,0.002911573,15.46045263,49.9455,80.2534,3.7602,20,0.00057968,3.0781008,4,0,0,0,0,0
7623,2,Silver,22,6,400,71.088,0.000298347,1.58422257,0.000238678,1.26738018,8,0,0,0.000179008,0.95053248,0.002446447,12.99063357,35.8528,75.4878,5.3963,16,0.00019393,1.0297683,7,0,0,0,0,0
7767,2,Silver,22,16,300,64.7028,0.001068034,5.67126054,0.000373812,1.98494172,4,4.01E-05,0.212931,0.00062747,3.3318657,0.002309623,12.26409813,84.2093,85.8266,4.9942,16,0.00062747,3.3318657,8,0,0,0.0001068,0.567108,3011.34348
7801,2,Silver,19,20,12,57.1536,0.001583891,8.41046121,0.000332285,1.76443335,5,1.11E-05,0.058941,0.000265828,1.41154668,0.003189934,16.93854954,61.4216,81.3611,3.0174,17,0.00086394,4.5875214,7,0,0,5.54E-05,0.294174,1562.06394
7832,2,Silver,22,6,500,97.632,0.004599353,24.42256443,0.000179662,0.95400522,6,0.000179662,0.95400522,0.000700683,3.72062673,0.002407474,12.78368694,55.5489,92.7463,5.8358,15,0.0012397,6.582807,5,0,0,0,0,0
7884,2,Silver,17,4,350,92.1114,0.003137587,16.66058697,0.00046699,2.4797169,5,0,0,4.38E-05,0.232578,0.002831125,15.03327375,41.7824,62.6598,5.1031,12,0.00070048,3.7195488,7,0,0,4.38E-05,0.232578,1234.98918
7887,2,Silver,24,36,450,85.9146,0.000992613,5.27077503,0.000300092,1.59348852,10,3.46E-05,0.183726,0.000265466,1.40962446,0.003462604,18.38642724,84.6823,64.3867,4.3,26,0.0010388,5.516028,7,0,0,0,0,0
7906,2,Silver,24,4,120,74.7108,0.002349159,12.47403429,0.00024728,1.3130568,7,0.000236977,1.25834787,0.000206067,1.09421577,0.003039482,16.13964942,57.1701,71.6068,4.0576,22,0.00069032,3.6655992,9,0.000206067,1.09421577,0.00013394,0.7112214,3776.585634
7909,2,Silver,25,4,150,37.5,0.000365961,1.94325291,0.000195179,1.03640049,2,7.32E-05,0.388692,0.000146384,0.77729904,0.001195472,6.34795632,44.5,102.449,5.7143,8,0.00060993,3.2387283,3,0,0,0,0,0
7934,2,Silver,20,20,30,67.2546,0.001365977,7.25333787,0.000166369,0.88341939,6,1.75E-05,0.092925,6.13E-05,0.325503,0.003397429,18.04034799,73.6641,71.9588,3.4356,25,0.00065672,3.4871832,8,9.63E-05,0.511353,0.00016637,0.8834247,4690.985157
7958,2,Silver,21,8,415,66.1422,0.000708745,3.76343595,0.000137812,0.73178172,6,0.000157499,0.83631969,0.001373194,7.29166014,0.001781707,9.46086417,39.6343,128.0331,6.6851,39,0.00029531,1.5680961,4,0,0,0,0,0
7962,2,Silver,18,14,300,108.2226,0.008214507,43.61903217,0.000602742,3.20056002,4,6.89E-05,0.365859,6.89E-05,0.365859,0.002393745,12.71078595,50.029,81.6691,5.0216,10,0.00065441,3.4749171,3,0,0,0,0,0
7967,2,Silver,33,8,120,55.1292,0.001648352,8.75274912,0.000497616,2.64234096,1,7.26E-05,0.385506,0.000352478,1.87165818,0.001886793,10.01887083,53.1271,95.9341,4.8736,25,0.00059092,3.1377852,8,0.000176239,0.93582909,4.15E-05,0.220365,1170.13815
7968,2,Silver,27,10,150,95.8944,0.001370167,7.27558677,0.000382659,2.03191929,0,6.17E-05,0.327627,0.00118501,6.2924031,0.001962672,10.42178832,45.7975,85.8113,9.5094,21,0.0015059,7.996329,9,0,0,0,0,0
7974,2,Silver,20,10,100,61.0146,1.36E-05,0.072216,2.71E-05,0.143901,0,2.71E-05,0.143901,0.000216837,1.15140447,0.003252561,17.27109891,63.6318,79.1167,3.5583,24,0.00081314,4.3177734,4,0,0,9.49E-05,0.503919,2675.80989
8051,2,Silver,24,8,600,104.181,0.000969828,5.14978668,0.000251437,1.33513047,7,4.79E-05,0.254349,0.000742337,3.94180947,0.002681992,14.24137752,45.0045,73.3214,7.1161,23,0.0012332,6.548292,8,8.38E-05,0.444978,0,0,0
8076,2,Silver,26,10,300,108.3924,0.001552916,8.24598396,0.000223232,1.18536192,4,4.85E-05,0.257535,0.000359112,1.90688472,0.003241711,17.21348541,36.997,63.8084,5.8922,28,0.00090263,4.7929653,8,0,0,0,0,0
8095,2,Silver,20,10,600,98.7942,0.000289748,1.53856188,2.63E-05,0.139653,1,1.32E-05,0.070092,0.000579496,3.07712376,0.002857971,15.17582601,47.0741,71.447,6.4055,17,0.00080339,4.2660009,6,6.59E-05,0.349929,5.27E-05,0.279837,1485.93447
8151,2,Silver,22,28,200,87.4368,0.001696046,9.00600426,0.000333648,1.77167088,0,0,0,5.56E-05,0.295236,0.002405049,12.77081019,44.5349,76.1156,6.3121,12,0.00055608,2.9527848,5,0,0,0,0,0
8202,2,Silver,20,14,600,104.8392,0.000312426,1.65898206,0.000104142,0.55299402,4,0,0,0.000163652,0.86899212,0.003317663,17.61679053,46.3423,63.7489,5.6323,26,0.0015473,8.216163,7,0,0,1.49E-05,0.079119,420.12189
8213,2,Silver,26,8,450,99.5676,0.001334878,7.08820218,0.0001847,0.980757,5,1.68E-05,0.089208,3.36E-05,0.178416,0.003022366,16.04876346,47.688,82.7333,5.9417,29,0.0019561,10.386891,9,0.000134327,0.71327637,0.00053731,2.8531161,15150.04649
8218,2,Silver,19,10,200,69.4998,0.001036102,5.50170162,0.000207221,1.10034351,6,4.60E-05,0.24426,0.000529564,2.81198484,0.001358445,7.21334295,26.3448,85.2203,9.1186,16,0.0011282,5.990742,5,0,0,0,0,0
8262,2,Silver,16,12,1500,82.5222,0.00165186,8.7713766,0.000145096,0.77045976,4,7.81E-05,0.414711,0.000535738,2.84476878,0.003169784,16.83155304,47.7597,77.0282,4.3521,22,0.00066967,3.5559477,6,0,0,0,0,0
8338,2,Silver,18,28,630,93.6336,0.001389981,7.38079911,0.000140402,0.74553462,3,0,0,0.000519488,2.75848128,0.002920364,15.50713284,44.8889,72.7885,5.5769,20,0.00050545,2.6839395,4,0,0,0,0,0
8351,2,Silver,19,12,196,91.3842,0.003388424,17.99253144,0.000138303,0.73438893,5,1.73E-05,0.091863,0.00032847,1.7441757,0.001849803,9.82245393,72.2642,72.785,8.5514,18,0.0012793,6.793083,6,0.000190167,1.00978677,0.0017634,9.363654,49721.00274
8370,2,Silver,23,8,500,88.3518,0.000340754,1.80940374,0.000151446,0.80417826,4,1.26E-05,0.066906,0.000429098,2.27851038,0.003256096,17.28986976,38.7704,71.3953,4.876,23,0.00087082,4.6240542,7,0,0,0,0,0
8379,2,Silver,18,28,300,145.4184,0.007523738,39.95104878,0.000402339,2.13642009,6,4.02E-05,0.213462,0.000214581,1.13942511,0.003674696,19.51263576,46.989,52.2336,5.5657,22,0.001207,6.40917,7,0,0,0,0,0
8381,2,Silver,17,24,250,76.5612,0.000850764,4.51755684,0.000186753,0.99165843,4,1.04E-05,0.055224,0.000238629,1.26711999,0.003247427,17.24383737,49.2949,64.1789,4.0927,20,0.0013799,7.327269,7,0.000197128,1.04674968,0.0001245,0.661095,3510.41445
8405,2,Silver,28,14,450,81.9714,0.002017436,10.71258516,0.000378269,2.00860839,7,1.80E-05,0.09558,0.000162115,0.86083065,0.003224296,17.12101176,46.8683,66.1341,4.2514,30,0.00074753,3.9693843,7,0,0,0.00054939,2.9172609,15490.65538
8408,2,Silver,20,10,600,81.7656,0.000220439,1.17053109,6.61E-05,0.350991,2,4.41E-05,0.234171,2.20E-05,0.11682,0.001983952,10.53478512,31.9101,63.4222,7.7333,5,0.00070541,3.7457271,4,0,0,0,0,0
8416,2,Silver,19,14,340,99.2562,0.002642515,14.03175465,0.000350077,1.85890887,4,0,0,0.000101635,0.53968185,0.004381606,23.26632786,33.0233,64.268,3.7062,17,0.0016375,8.695125,7,9.03E-05,0.479493,0.00039525,2.0987775,11144.50853
8419,2,Silver,23,24,500,36.2466,0.000758956,4.03005636,8.54E-05,0.453474,0,0.000104356,0.55413036,0.000180252,0.95713812,0.001479964,7.85860884,86.271,146.5385,4.3974,25,0.00064511,3.4255341,8,0,0,0,0,0
8422,2,Silver,21,20,550,57.4998,0.000979281,5.19998211,0.000412329,2.18946699,3,0.000335017,1.77894027,5.15E-05,0.273465,0.001752397,9.30522807,29.791,98.5294,5.7206,10,0.00059272,3.1473432,4,0,0,0,0,0
8431,2,Silver,18,20,140,90.8652,0.001110269,5.89552839,0.000121859,0.64707129,2,0,0,4.06E-05,0.215586,0.002870451,15.24209481,27.8673,64.1321,5.6887,17,0.00075823,4.0262013,6,0.000135399,0.71896869,8.12E-05,0.431172,2289.52332
8454,2,Silver,18,10,150,63.1158,0.001471607,7.81423317,0.00017313,0.9193203,5,0,0,2.16E-05,0.114696,0.002596953,13.78982043,51.7983,82.3,4.0917,13,0.00056267,2.9877777,4,0,0,0,0,0
8493,2,Silver,16,16,750,78.3252,0.004064215,21.58098165,0.000177809,0.94416579,4,2.54E-05,0.134874,7.62E-05,0.404622,0.001752693,9.30679983,126.2353,109.7971,6,13,0.00048263,2.5627653,4,0,0,0,0,0
8497,2,Silver,20,6,100,179.625,0.006372535,33.83816085,0.000432273,2.29536963,4,0,0,0.00029283,1.5549273,0.005138467,27.28525977,40.212,40.0109,5.0936,30,0.0010179,5.405049,7,0,0,6.97E-06,0.0370107,196.526817
8506,2,Silver,22,4,200,98.3262,0.003166693,16.81513983,0.000389348,2.06743788,3,1.30E-05,0.06903,0.000194674,1.03371894,0.002647563,14.05855953,48.4532,66.6275,5.7402,26,0.00079167,4.2037677,6,0,0,2.60E-05,0.13806,733.0986
8559,2,Silver,16,10,200,71.8128,0.00118543,6.2946333,0.000366008,1.94350248,6,4.92E-05,0.261252,0.000666463,3.53891853,0.002687702,14.27169762,47.7475,79.4228,4.748,29,0.00036601,1.9435131,11,0.000180273,0.95724963,0.00026768,1.4213808,7547.532048
8581,2,Silver,18,12,400,94.185,0.001073811,5.70193641,0.000125978,0.66894318,7,1.80E-05,0.09558,0.000125978,0.66894318,0.003029467,16.08646977,45.1111,68.895,5.4297,41,0.00046192,2.4527952,8,0,0,0,0,0
8635,2,Silver,16,16,500,131.0976,0.002648822,14.06524482,0.000464706,2.46758886,0,0,0,0.000848088,4.50334728,0.003915145,20.78941995,42.2738,55.905,5.5282,26,0.0010921,5.799051,6,0,0,0,0,0
8655,2,Silver,23,16,1200,61.908,0.000445633,2.36631123,0.000249554,1.32513174,2,0,0,0.000196078,1.04117418,0.001194296,6.34171176,44.4242,93.9104,10.7463,11,0.0010873,5.773563,5,0,0,0,0,0
8748,2,Silver,23,12,300,98.652,0.001914385,10.16538435,0.000466923,2.47936113,2,1.87E-05,0.099297,0.000457585,2.42977635,0.003072354,16.31419974,30.7439,72.1337,5.5046,28,0.00056031,2.9752461,10,2.80E-05,0.14868,3.74E-05,0.198594,1054.53414
8780,2,Silver,18,4,50,62.7888,0.001243698,6.60403638,0.000319328,1.69563168,2,0,0,3.36E-05,0.178416,0.003344538,17.75949678,43.8788,64.2814,3.2161,18,0.00060504,3.2127624,6,0,0,0,0,0
8788,2,Silver,23,18,1800,61.6998,0.001894843,10.06161633,0.000251762,1.33685622,6,0.000185509,0.98505279,9.28E-05,0.492768,0.002504373,13.29822063,48.766,89.3968,4.0265,20,0.00078179,4.1513049,7,2.65E-05,0.140715,0,0,0
8796,2,Silver,23,28,1250,68.0034,0.003175411,16.86143241,0.000424016,2.25152496,4,0,0,0.000263832,1.40094792,0.003382708,17.96217948,59.2067,67.5655,2.9721,21,0.00045228,2.4016068,9,7.54E-05,0.400374,6.60E-05,0.35046,1860.9426
8800,2,Silver,20,6,480,54.3408,0.00096922,5.1465582,0.000176222,0.93573882,5,8.81E-05,0.467811,0.000303493,1.61154783,0.002496476,13.25628756,61.1969,84.8471,3.8275,18,0.00042097,2.2353507,7,0,0,0.00010769,0.5718339,3036.438009
8802,2,Silver,32,8,100,116.1432,0.005540743,29.42134533,0.000263845,1.40101695,7,0,0,0.000152752,0.81111312,0.003791035,20.13039585,48.4706,60.0293,4.2418,16,0.00070822,3.7606482,6,0,0,0,0,0
8892,2,Silver,21,18,40,50.022,7.38E-05,0.391878,1.23E-05,0.065313,1,0,0,8.61E-05,0.457191,0.001966858,10.44401598,83.2201,107.6,4.8312,12,0.00052859,2.8068129,6,0,0,0.00018439,0.9791109,5199.078879
8941,2,Silver,18,24,730,64.8402,0.002321981,12.32971911,0.000490825,2.60628075,5,0.000226535,1.20290085,0.000283169,1.50362739,0.002189836,11.62802916,63.687,81.3103,4.6379,23,0.00056634,3.0072654,6,0,0,5.66E-05,0.300546,1595.89926
8975,2,Silver,19,14,200,76.164,0.0007497,3.980907,9.00E-05,0.4779,0,0,0,0.000709716,3.76859196,0.003118753,16.56057843,40,73.6538,4.5288,23,0.00077969,4.1401539,6,0.000419832,2.22930792,0.0005098,2.707038,14374.37178
8985,2,Silver,27,6,300,66.4092,0.00147367,7.8251877,9.82E-05,0.521442,1,0,0,0.000130993,0.69557283,0.002750852,14.60702412,44.0964,89.1429,3.9048,12,0.00072046,3.8256426,5,0,0,0,0,0
8992,2,Silver,16,24,110,156.738,0.005061807,26.87819517,0.000106564,0.56585484,2,0,0,0.000127877,0.67902687,0.003505968,18.61669008,33.7317,55.8784,6.383,24,0.0015026,7.978806,6,0,0,0,0,0
8993,2,Silver,16,48,400,57.051,0.000464104,2.46439224,0.000256057,1.35966267,7,0,0,0.000208047,1.10472957,0.002584579,13.72411449,67.8137,93.6842,4.2012,29,0.00053612,2.8467972,7,0,0,9.60E-05,0.50976,2706.8256
9014,2,Silver,25,8,420,51.2376,0,0,0,0,0,0,0,0.000461271,2.44934901,0.002643438,14.03665578,80.6734,78.4966,3.7416,31,0.0011266,5.982246,7,4.44E-05,0.235764,0.00034595,1.8369945,9754.440795
9020,2,Silver,25,8,256,69.7878,0.002337305,12.41108955,0.000469753,2.49438843,0,0.000183318,0.97341858,0.000527039,2.79857709,0.002497709,13.26283479,49.9724,82.0917,4.5183,17,0.00046975,2.4943725,6,0,0,0,0,0
9025,2,Silver,26,8,77,60.0756,0.001836359,9.75106629,0.000524674,2.78601894,4,1.42E-05,0.075402,0.000283608,1.50595848,0.002403574,12.76297794,71.7041,96.7316,4.1121,24,0.00054594,2.8989414,8,7.80E-05,0.41418,0.00054594,2.8989414,15393.37883
9031,2,Silver,23,42,400,99.4476,0.002566459,13.62789729,0.000142581,0.75710511,2,0,0,0.000324768,1.72451808,0.002907069,15.43653639,27.5738,63.4332,5.7738,24,0.00031685,1.6824735,7,0,0,0,0,0
9044,2,Silver,20,16,80,92.1876,0.000993291,5.27437521,0.000276819,1.46990889,1,0.000879307,4.66912017,0.00047222,2.5074882,0.002344819,12.45098889,39.4126,81.75,6.9236,13,0.00094444,5.0149764,5,0,0,3.26E-05,0.173106,919.19286
9078,2,Silver,21,4,20,53.2404,0.000116993,0.62123283,6.50E-05,0.34515,0,0,0,0.00015599,0.8283069,0.001845882,9.80163342,47.8014,85.5775,5.5141,18,0.00037698,2.0017638,6,0,0,0,0,0
9161,2,Silver,34,2,110,61.0746,0.000560764,2.97765684,0.000129407,0.68715117,1,7.19E-05,0.381789,0.000158164,0.83985084,0.002645655,14.04842805,52.2842,86.9348,4.2772,20,0.0011503,6.108093,7,0,0,0,0,0
9184,2,Silver,19,20,120,86.0274,0.001701868,9.03691908,0.000349101,1.85372631,4,0,0,0.000130913,0.69514803,0.00257462,13.6712322,69.6136,75.887,5.9774,22,0.0012946,6.874326,6,5.82E-05,0.309042,0,0,0
9206,2,Silver,19,20,150,62.394,0.001106799,5.87710269,0.000273106,1.45019286,5,2.16E-05,0.114696,0.00014374,0.7632594,0.00283168,15.0362208,47.8575,82.8325,3.8807,28,0.00056777,3.0148587,11,0,0,0.00017968,0.9541008,5066.275248
9216,2,Silver,30,2,240,54.84,0.001249905,6.63699555,0.000359821,1.91064951,4,9.47E-05,0.502857,0.000454511,2.41345341,0.001969548,10.45829988,52.1553,97.3462,5.2981,17,0.00047345,2.5140195,6,0,0,0,0,0
9219,2,Silver,19,4,400,80.4,0.000512558,2.72168298,5.34E-05,0.283554,1,1.07E-05,0.056817,0.000480523,2.55157713,0.002520075,13.38159825,45.2596,85.1695,5.839,23,0.0014843,7.881633,8,0,0,0,0,0
9232,2,Silver,27,16,400,61.3848,0.000452686,2.40376266,0.000117363,0.62319753,4,0.000368855,1.95862005,8.38E-05,0.444978,0.002280196,12.10784076,40.3259,76.5294,4.7941,19,0.00060358,3.2050098,3,0,0,0,0,0
9240,2,Silver,31,8,750,89.2404,0.000605296,3.21412176,5.15E-05,0.273465,2,0,0,2.58E-05,0.136998,0.003554502,18.87440562,43.7527,60.5072,4.4384,14,0.00079848,4.2399288,6,0,0,3.86E-05,0.204966,1088.36946
9243,2,Silver,31,12,60,95.5152,0.002114286,11.22685866,0.000277551,1.47379581,6,4.08E-05,0.216648,0.001861225,9.88310475,0.002065306,10.96677486,29.6667,87.4466,8.4704,22,0.0008,4.248,8,0,0,0,0,0
57,3,Gold,19,20,400,107.6016,0.001033542,5.48810802,0.000213102,1.13157162,1,5.33E-05,0.283023,0.000543409,2.88550179,0.003782551,20.08534581,29.2203,53.7352,4.9155,19,0.0004262,2.263122,7,0,0,0.00038358,2.0368098,10815.46004
58,3,Gold,32,10,500,122.8908,0.001136014,6.03223434,0.000327326,1.73810106,2,0,0,0.001328558,7.05464298,0.002368299,12.57566769,22.6885,62.0813,9.374,15,0.0011745,6.236595,4,0,0,1.93E-05,0.102483,544.18473
83,3,Gold,16,16,6000,153.801,0.001676615,8.90282565,0.000318557,1.69153767,4,0,0,0.000821541,4.36238271,0.003772383,20.03135373,23.4107,48.0711,7.0044,24,0.0015928,8.457768,7,0,0,1.68E-05,0.089208,473.69448
97,3,Gold,18,12,350,67.4754,0.000422522,2.24359182,0.000169009,0.89743779,1,2.41E-05,0.127971,0.000144865,0.76923315,0.002885219,15.32051289,42.437,68.0502,4.3222,16,0.00074847,3.9743757,7,0,0,0.00043459,2.3076729,12253.7431
98,3,Gold,38,6,1000,119.4366,0.004952043,26.29534833,5.21E-05,0.276651,2,8.69E-05,0.461439,3.48E-05,0.184788,0.002727968,14.48551008,54.8718,79.2102,6.2293,21,0.0014943,7.934733,5,0,0,0,0,0
160,3,Gold,19,6,150,64.6416,0.000672344,3.57014664,0.000336172,1.78507332,1,0.000154079,0.81815949,0.000203104,1.07848224,0.002759413,14.65248303,53.5776,78.2944,4.2284,41,0.00063733,3.3842223,6,7.00E-05,0.3717,6.30E-05,0.33453,1776.3543
161,3,Gold,18,8,250,41.9094,0.000275751,1.46423781,0.000190905,1.01370555,0,0,0,0.000169693,0.90106983,0.002142372,11.37599532,54.4677,91.3069,3.6881,17,0.00066817,3.5479827,6,0,0,2.12E-05,0.112572,597.75732
175,3,Gold,16,24,300,81.0702,0.001746793,9.27547083,0.000104286,0.55375866,0,2.61E-05,0.138591,0.000143394,0.76142214,0.00262019,13.9132089,47.48,75.0846,5.0796,14,0.00080822,4.2916482,6,2.61E-05,0.138591,3.91E-05,0.207621,1102.46751
201,3,Gold,23,2,30,66.7818,0.000685853,3.64187943,0.000168228,0.89329068,2,5.18E-05,0.275058,0.001112894,5.90946714,0.002406957,12.78094167,56.7784,97.9785,4.9355,19,0.00042704,2.2675824,6,0,0,0,0,0
